0,1
0,3
0,4
0,8
0,14
0,15
0,16
0,20
0,27
0,28
0,31
0,34
0,36
0,37
0,38
0,44
0,45
0,48
0,50
0,51
0,52
0,54
0,55
0,56
1,4
1,7
1,8
1,14
1,15
1,16
1,25
1,27
1,28
1,34
1,36
1,37
1,38
1,41
1,44
1,45
1,48
1,51
1,54
1,55
2,5
2,9
2,10
2,12
2,17
2,18
2,23
2,26
2,29
2,32
2,33
2,46
2,47
2,57
2,59
3,4
3,15
3,20
3,21
3,25
3,28
3,36
3,44
3,50
3,52
4,7
4,8
4,14
4,15
4,16
4,20
4,25
4,27
4,28
4,34
4,36
4,37
4,38
4,44
4,45
4,48
4,51
4,54
4,55
4,56
5,6
5,10
5,11
5,12
5,17
5,18
5,19
5,22
5,23
5,24
5,26
5,29
5,30
5,32
5,33
5,35
5,39
5,43
5,46
5,47
5,57
5,58
5,59
6,10
6,11
6,12
6,13
6,18
6,19
6,23
6,24
6,29
6,30
6,33
6,35
6,39
6,42
6,43
6,46
6,47
6,49
6,53
6,57
6,58
7,8
7,13
7,14
7,15
7,16
7,27
7,34
7,37
7,41
7,44
7,45
7,48
7,53
7,54
7,55
8,14
8,15
8,16
8,27
8,28
8,34
8,36
8,37
8,38
8,41
8,44
8,45
8,48
8,51
8,54
8,55
9,17
9,26
9,33
9,46
10,11
10,12
10,13
10,17
10,18
10,19
10,22
10,23
10,24
10,26
10,29
10,30
10,32
10,33
10,35
10,39
10,42
10,43
10,46
10,47
10,49
10,53
10,57
10,58
10,59
11,12
11,18
11,19
11,22
11,23
11,24
11,29
11,32
11,35
11,39
11,42
11,43
11,46
11,47
11,49
11,53
11,57
11,58
11,59
12,17
12,18
12,19
12,22
12,23
12,24
12,26
12,29
12,30
12,32
12,33
12,39
12,43
12,46
12,47
12,57
12,58
12,59
13,16
13,18
13,23
13,24
13,26
13,29
13,30
13,33
13,35
13,39
13,42
13,46
13,53
13,57
13,58
14,15
14,16
14,20
14,25
14,27
14,28
14,34
14,36
14,37
14,38
14,41
14,44
14,45
14,48
14,51
14,52
14,54
14,55
15,16
15,20
15,25
15,27
15,28
15,34
15,36
15,37
15,38
15,41
15,44
15,45
15,48
15,50
15,51
15,52
15,54
15,55
16,27
16,28
16,34
16,35
16,36
16,37
16,38
16,42
16,44
16,45
16,48
16,51
16,53
16,54
16,55
17,18
17,22
17,23
17,26
17,29
17,32
17,33
17,46
17,47
17,57
17,59
18,23
18,24
18,26
18,29
18,30
18,32
18,33
18,35
18,39
18,42
18,46
18,47
18,53
18,57
18,58
18,59
19,22
19,23
19,24
19,29
19,35
19,39
19,42
19,43
19,47
19,49
19,57
19,58
20,21
20,25
20,27
20,28
20,31
20,34
20,36
20,37
20,44
20,48
20,50
20,52
20,56
21,50
21,52
22,23
22,32
22,43
22,47
22,57
22,59
23,24
23,26
23,29
23,30
23,32
23,33
23,35
23,39
23,42
23,43
23,46
23,47
23,49
23,53
23,57
23,58
23,59
24,26
24,29
24,30
24,33
24,35
24,39
24,42
24,46
24,47
24,49
24,53
24,57
24,58
25,27
25,28
25,34
25,36
25,37
25,41
25,44
25,45
25,48
25,50
25,52
25,54
25,55
26,29
26,30
26,32
26,33
26,39
26,46
26,47
26,57
26,59
27,28
27,34
27,36
27,37
27,38
27,41
27,44
27,45
27,48
27,51
27,54
27,55
28,31
28,34
28,36
28,37
28,38
28,44
28,45
28,48
28,50
28,51
28,52
28,54
28,55
28,56
29,30
29,32
29,33
29,35
29,39
29,42
29,46
29,47
29,53
29,57
29,58
29,59
30,33
30,35
30,39
30,42
30,46
30,53
30,57
30,58
31,56
32,33
32,46
32,47
32,57
32,59
33,35
33,39
33,46
33,47
33,53
33,57
33,59
34,36
34,37
34,38
34,41
34,44
34,45
34,48
34,51
34,54
34,55
34,56
35,39
35,42
35,46
35,49
35,53
35,57
35,58
36,37
36,38
36,41
36,44
36,45
36,48
36,50
36,51
36,52
36,54
36,55
36,56
37,38
37,41
37,44
37,45
37,48
37,51
37,52
37,54
37,55
38,42
38,48
38,49
38,51
38,56
39,42
39,46
39,47
39,49
39,53
39,57
39,58
39,59
40,41
40,54
41,44
41,45
41,48
41,52
41,54
41,55
42,49
42,53
42,57
42,58
43,47
43,49
43,57
43,58
44,45
44,48
44,50
44,51
44,52
44,54
44,55
45,48
45,51
45,54
45,55
46,47
46,53
46,57
46,58
46,59
47,57
47,58
47,59
48,51
48,52
48,54
48,55
49,53
49,57
49,58
50,52
51,55
51,56
53,57
53,58
54,55
57,58
57,59
